16777472,16778239,CN
16779264,16781311,CN
16781312,16785407,JP
16785408,16793599,CN
16793600,16809983,JP
16842752,16843007,CN
16843264,16859135,CN
16859136,16875519,JP
16908288,16909055,CN
16909056,16909311,US
16909312,16941055,CN
16973824,17039359,CN
17039616,17072127,CN
17104896,17170431,JP
17170432,17301503,IN
17301504,17367039,CN
17432576,17435135,CN
17435392,17465343,CN
17563648,17825791,CN
18153472,18219007,JP
18219008,18350079,IN
18350080,18874367,CN
18939904,19005439,JP
19005440,19005440,CN
19267584,19398655,IN
19726336,19791871,CN
19922944,20185087,CN
20447232,20971519,CN
21102592,21233663,JP
21233664,21495807,CN
21495808,22020095,JP
22020096,23068671,CN
24117248,24379391,JP
24379392,24641535,CN
28573696,28966911,CN
28966912,29097983,IN
29097984,29884415,CN
30015488,30408703,CN
33554433,34603007,FR
34604544,34605055,DE
34620928,34621439,IT
34636800,34637311,DE
34646528,34647551,DE
34664448,34668543,DE
34673664,34674687,DE
34733056,34734079,DE
34803712,34807807,IT
34861056,34865151,DE
34866176,34867199,IT
34880512,34881535,DE
34910976,34911231,ES
34911232,34911743,DE
34912256,34912511,DE
34912512,34912767,ES
34912768,34913279,DE
34928384,34928639,DE
34930688,34938879,DE
34938880,34947071,FR
34993152,34993663,FR
34993920,34994175,DE
34994176,34995711,FR
35001344,35002367,FR
35008512,35009023,FR
35010560,35011583,FR
35037184,35054335,FR
35055104,35055359,ES
35061248,35061759,FR
35651584,36700159,IT
40894464,41418751,IT
42467328,42991615,ES
43515904,43778047,ES
43778048,44040191,IT
44040192,45088767,DE
46137344,46661631,IT
46661632,47710207,DE
48234496,49283071,IT
49283072,49807359,DE
50331648,57083940,US
57083942,68305407,US
68305920,68973055,US
68973056,68973311,CA
68973312,71020543,US
71020544,71020799,CA
71020800,71571339,US
71571340,71571340,DE
71571341,71571389,US
71571390,71571390,DE
71571391,71571713,US
71571714,71571715,DE
71571716,71595007,US
71595520,71665077,US
71665078,71665078,DE
71665079,71666464,US
71666465,71666465,DE
71666466,71666529,US
71666531,71666711,US
71666712,71666719,DE
71666720,71667092,US
71667093,71667093,DE
71667094,71667113,US
71667115,71667529,US
71667531,71667625,US
71667626,71667626,DE
71667627,71667633,US
71667634,71667634,DE
71667635,71667656,US
71667658,71670208,US
71670210,83886079,US
83959808,83961855,ES
83968000,83972863,DE
83973120,83974143,DE
83974400,83976191,DE
83982336,84017151,DE
84017152,84021247,IT
84023296,84025343,ES
84039680,84041727,ES
84148224,84410367,DE
84422528,84422655,IT
84434944,84443135,IT
84457472,84459519,ES
84475904,84545535,DE
84551680,84557823,DE
84574208,84576255,FR
84582400,84590591,DE
84592640,84594687,ES
84594688,84598783,DE
84615168,84617215,IT
84619264,84621311,DE
84631552,84639743,IT
85364736,85366783,DE
85389312,85391359,DE
85396480,85397503,ES
85399552,85400063,FR
85401600,85403647,IT
85403648,85405695,FR
85723136,85725183,IT
85731328,85733375,DE
85737472,85753855,DE
85778432,85786623,DE
86024192,86026239,DE
86030336,86032383,DE
86147072,86155263,ES
86161408,86163455,IT
86171648,86173695,DE
86177280,86177791,US
86231040,86233087,ES
86235136,86237183,ES
86237184,86245375,DE
86441984,86442495,FR
86442496,86442499,ES
86442500,86442507,FR
86442508,86442511,ES
86442512,86442591,FR
86442592,86442599,IT
86442600,86442687,FR
86442688,86442691,ES
86442692,86442699,FR
86442700,86442700,ES
86442703,86442703,ES
86442704,86442723,FR
86442725,86442739,FR
86442740,86442743,ES
86442744,86442751,FR
86443008,86443047,FR
86443048,86443051,ES
86443052,86443451,FR
86443452,86443455,ES
86443456,86443535,FR
86443536,86443539,ES
86443540,86444119,FR
86444120,86444123,ES
86444124,86444287,FR
86444292,86444315,FR
86444316,86444323,ES
86444324,86444387,FR
86444392,86444519,FR
86444520,86444523,ES
86444524,86444563,FR
86444568,86444575,FR
86444576,86444579,ES
86444580,86444687,FR
86444688,86444691,ES
86444692,86444835,FR
86444840,86444843,ES
86444844,86444879,FR
86444884,86444895,FR
86444904,86445059,FR
86445064,86445111,FR
86445116,86445251,FR
86445256,86445559,FR
86445564,86446407,FR
86446408,86446408,DE
86446409,86446411,FR
86446412,86446412,DE
86446413,86446427,FR
86446428,86446431,DE
86446432,86446619,FR
86446620,86446620,DE
86446621,86446655,FR
86446656,86446663,ES
86446664,86446679,FR
86446680,86446683,ES
86446684,86446719,FR
86446728,86446983,FR
86446984,86446991,IT
86446992,86447071,FR
86447072,86447087,DE
86447088,86447095,FR
86447096,86447103,ES
86447104,86447255,FR
86447264,86447279,FR
86447280,86447280,DE
86447281,86447287,FR
86447288,86447288,DE
86447289,86448559,FR
86448576,86448803,FR
86448808,86448851,FR
86448852,86448855,IT
86448860,86449311,FR
86449312,86449343,ES
86449344,86449363,FR
86449364,86449367,DE
86449368,86449499,FR
86449500,86449503,ES
86449504,86449883,FR
86449884,86449884,DE
86449885,86450235,FR
86450240,86451167,FR
86451176,86452067,FR
86452068,86452071,ES
86452072,86452299,FR
86452300,86452303,IT
86452304,86452671,FR
86452736,86453199,FR
86453200,86453203,ES
86453204,86453311,FR
86453312,86453315,ES
86453316,86453836,FR
86453839,86454187,FR
86454188,86454191,IT
86454192,86454279,FR
86454280,86454287,ES
86454288,86454295,IT
86454296,86454335,FR
86454336,86454343,DE
86454344,86454615,FR
86454616,86454619,ES
86454620,86454823,FR
86454824,86454831,ES
86454832,86455591,FR
86455596,86455623,FR
86455624,86455624,DE
86455625,86456195,FR
86456196,86456211,DE
86456212,86456351,FR
86456368,86456371,FR
86456372,86456375,ES
86456376,86457059,FR
86457060,86457060,DE
86457061,86457087,FR
86457088,86457091,DE
86457092,86457111,FR
86457112,86457112,DE
86457113,86457187,FR
86457188,86457191,ES
86457192,86457403,FR
86457404,86457407,ES
86457408,86457455,FR
86457456,86457456,DE
86457457,86457799,FR
86457800,86457803,ES
86457804,86466839,FR
86466848,86466943,FR
86466944,86466959,DE
86466960,86467320,FR
86467322,86467551,FR
86467584,86467999,FR
86468004,86468055,FR
86468056,86468056,DE
86468057,86468447,FR
86468480,86468587,FR
86468588,86468591,ES
86468592,86469183,FR
86469248,86469691,FR
86469692,86469695,DE
86469696,86469779,FR
86469780,86469783,IT
86469784,86470731,FR
86470736,86471179,FR
86471180,86471180,DE
86471181,86473087,FR
86473152,86473359,FR
86473360,86473363,IT
86473364,86473423,FR
86473428,86474307,FR
86474308,86474311,DE
86474312,86474475,FR
86474476,86474479,DE
86474480,86474527,FR
86474528,86474531,DE
86474532,86474743,FR
86474748,86474751,FR
86495232,86497279,ES
86499328,86503423,FR
86503424,86505471,DE
86507520,86573055,ES
86673408,86675455,DE
86675456,86677503,IT
86677504,86687743,FR
86763520,86765567,IT
86767616,86769663,IT
86794240,86795263,DE
86796288,86797311,US
86797312,86798335,DE
86810624,86812671,FR
86835200,86837247,DE
86837248,86839295,ES
86859776,86863871,DE
86876160,86880255,ES
86880256,86882303,DE
87031808,87293951,FR
87359488,87361535,ES
87556096,87558143,ES
87558144,87560191,IT
87560192,87562239,DE
87566336,87568383,FR
87570432,87572479,ES
87590144,87590399,US
87597056,87599103,ES
87601152,87621631,DE
87627776,87629823,ES
87631872,87633919,DE
87646208,87647999,FR
87648256,87651839,FR
87652096,87652351,FR
87652864,87653375,FR
87653888,87654399,FR
87670784,87672831,DE
87678976,87679999,ES
87883776,87885823,IT
87890432,87890943,US
87891200,87891967,US
87891968,87902207,DE
87904256,87906303,DE
87916544,87932927,DE
87934976,87939071,ES
87939072,87941119,IT
87965696,87967743,DE
87967744,87969791,IT
87973888,87982079,DE
88020992,88023039,FR
88047616,88048639,US
88049664,88051711,IT
88057856,88059903,IT
88059904,88061951,DE
88948736,88965119,IT
89337856,89339903,ES
89341952,89350143,ES
89352192,89354239,IT
89356288,89358335,IT
89358336,89374719,DE
89384960,89387007,FR
89391104,90439679,IT
90439680,90456063,DE
90472448,90476543,DE
90476544,90478591,FR
90499072,90501119,IT
90546176,90548223,DE
90570752,90578943,IT
90589184,90589439,FR
90589696,90591231,FR
90603520,90605567,ES
90611712,90613759,DE
90707968,90710015,IT
90718208,90718719,DE
90718720,90719231,FR
90726400,90728447,FR
90728448,90730495,DE
90738688,90740735,DE
90750976,90753023,FR
90764288,90764799,US
92614656,92618751,IT
92672000,92674047,DE
92676096,92680191,ES
92692480,92694527,FR
92696576,92698623,ES
92698624,92700671,IT
92733440,92734515,FR
92734516,92734519,IT
92734520,92734735,FR
92734736,92734739,DE
92734740,92735103,FR
92735120,92735615,FR
92735616,92735616,DE
92735617,92735619,FR
92735620,92735623,ES
92735624,92735823,FR
92735824,92735827,ES
92735828,92735875,FR
92735876,92735876,DE
92735877,92735999,FR
92736256,92736479,FR
92736480,92736480,DE
92736481,92736571,FR
92736576,92737751,FR
92737760,92738271,FR
92738304,92738663,FR
92738664,92738679,ES
92738680,92739199,FR
92739200,92739215,DE
92739216,92740447,FR
92740448,92740455,IT
92740456,92741203,FR
92741204,92741207,IT
92741208,92741387,FR
92741388,92741395,IT
92741396,92742347,FR
92742348,92742351,IT
92742352,92742415,FR
92742416,92742419,IT
92742420,92742487,FR
92742488,92742491,IT
92742492,92742639,FR
92742640,92742643,ES
92742644,92742691,FR
92742692,92742695,IT
92742696,92742815,FR
92742816,92742819,ES
92742820,92743047,FR
92743056,92743243,FR
92743244,92743247,IT
92743248,92743295,FR
92743296,92743307,IT
92743308,92743311,FR
92743312,92743315,IT
92743316,92743355,FR
92743356,92743359,IT
92743360,92743611,FR
92743612,92743615,IT
92743616,92743955,FR
92743956,92743959,IT
92743960,92744243,FR
92744248,92744263,FR
92744268,92744283,FR
92744292,92744555,FR
92744556,92744559,IT
92744576,92746415,FR
92746416,92746431,ES
92746432,92747711,FR
92747776,92748773,FR
92748775,92749067,FR
92749072,92749747,FR
92749748,92749751,ES
92749752,92751711,FR
92751712,92751712,DE
92751713,92753079,FR
92753080,92753087,ES
92753088,92753547,FR
92753548,92753551,IT
92753552,92754579,FR
92754580,92754583,ES
92754584,92757311,FR
92757312,92757375,ES
92757376,92761215,FR
92761216,92761343,DE
92761344,92762127,FR
92762128,92762135,ES
92762136,92762383,FR
92762384,92762391,ES
92762392,92764223,FR
92764224,92764287,ES
92764288,92782687,FR
92782688,92782719,ES
92782720,92783291,FR
92783292,92783295,DE
92783296,92783543,FR
92783544,92783547,ES
92783548,92784159,FR
92784160,92784191,IT
92784192,92784239,FR
92784240,92784243,DE
92784244,92784255,FR
92784264,92785363,FR
92785368,92785735,FR
92785736,92785739,DE
92785740,92786827,FR
92786828,92786831,IT
92786832,92789499,FR
92789500,92789503,IT
92789504,92790271,FR
92790272,92790275,DE
92790276,92792107,FR
92792108,92792111,IT
92792112,92792119,FR
92792128,92792415,FR
92792416,92792431,ES
92792432,92793055,FR
92793056,92793087,ES
92793088,92795123,FR
92795124,92795127,IT
92795128,92798975,FR
93358080,93360127,FR
93360128,93362175,ES
93364224,93368319,IT
93370368,93372415,IT
93419520,93421567,IT
93421568,93425663,DE
