Apparel,relevancerank:salesrank:price:-price:reviewrank
Appliances,relevancerank:salesrank:price:-price:reviewrank:reviewrank_authority
Automotive,relevancerank:salesrank:price:-price:reviewrank
Baby,psrank:relevancerank:salesrank:price:-price:reviewrank:titlerank
Beauty,relevancerank:salesrank:price:-price:reviewrank
Books,salesrank:reviewrank:pricerank:inverse-pricerank:-pubdate:titlerank:-titlerank:price:-price:-publication_date:-unit-sales
Classical,salesrank:reviewrank:pubdate:publication_date:-pubdate:price:-price:titlerank:-titlerank:-publication_date:relevancerank:-releasedate
DVD,salesrank:price:-price:titlerank:-titlerank
Electronics,titlerank:salesrank:price:-price:-titlerank
ForeignBooks,salesrank:reviewrank:pricerank:inverse-pricerank:-pubdate:price:-price:titlerank:-titlerank:-publication_date:-unit-sales
Grocery,relevancerank:salesrank:price:-price:reviewrank:reviewrank_authority
HealthPersonalCare,relevancerank:salesrank:price:-price:reviewrank:titlerank:-titlerank
HomeGarden,relevancerank:salesrank:price:-price:reviewrank:titlerank:-titlerank
Jewelry,relevancerank:salesrank:price:-price:reviewrank
KindleStore,salesrank:reviewrank:daterank:price:-price:relevancerank:-edition-sales-velocity
Kitchen,relevancerank:salesrank:price:-price:reviewrank:titlerank:-titlerank
Lighting,relevancerank:salesrank:price:-price:reviewrank:reviewrank_authority
Luggage,relevancerank:salesrank:price:-price:reviewrank:reviewrank_authority:date-desc-rank
MP3Downloads,relevancerank:salesrank:price:-price:reviewrank:titlerank:-titlerank:artistalbumrank:-artistalbumrank:albumrank:-albumrank:runtime:-runtime:-releasedate
Magazines,relevancerank:salesrank:price:-price:reviewrank:titlerank:-titlerank:-unit-sales
MobileApps,relevancerank:pmrank:price:-price:reviewrank:reviewrank_authority
Music,salesrank:-pubdate:price:-price:-publication_date:pubdate:publication_date:titlerank:-titlerank:releasedate:-releasedate
MusicTracks,titlerank:-titlerank
MusicalInstruments,relevancerank:salesrank:reviewrank:price:-price:reviewrank_authority
OfficeProducts,relevancerank:salesrank:reviewrank:price:-price
OutdoorLiving,relevancerank:salesrank:reviewrank:price:-price:titlerank:-titlerank
PCHardware,psrank:salesrank:price:-price:titlerank:reviewrank:reviewrank_authority:launch_date
PetSupplies,relevancerank:salesrank:price:-price:price-new-bin:-price-new-bin:reviewrank:reviewrank_authority
Shoes,relevancerank:salesrank:price:-price:reviewrank:-launch-date
Software,salesrank:price:-price:titlerank:-titlerank:-date
SoftwareVideoGames,salesrank:price:-price:titlerank:-titlerank:-date
SportingGoods,salesrank:price:-price:titlerank:-titlerank:reviewrank:release-date:-release-date:relevancerank
Tools,salesrank:price:-price:reviewrank:relevancerank
Toys,salesrank:price:-price:-date:reviewrank:relevancerank:-titlerank
Video,salesrank:price:-price:titlerank:-titlerank
VideoGames,salesrank:price:-price:titlerank:-titlerank:-date
Watches,relevancerank:salesrank:price:-price:titlerank:-titlerank:reviewrank
