Apparel,relevancerank:salesrank:price:-price:reviewrank:reviewrank_authority
Appliances,relevancerank:salesrank:price:-price:reviewrank:reviewrank_authority
Automotive,salesrank:price:-price:relevancerank:reviewrank:reviewrank_authority
Baby,relevancerank:salesrank:price:-price
Beauty,relevancerank:salesrank:reviewrank:price:-price
Books,salesrank:pricerank:inverse-pricerank:-daterank:titlerank:-titlerank:price:-price:publication_date:-unit-sales
Classical,salesrank:pricerank:inverse-pricerank:titlerank:-titlerank:price:-price
DVD,salesrank:amzrank:availability:titlerank:-titlerank
Electronics,salesrank:price:-price:titlerank:-titlerank
ForeignBooks,salesrank:pricerank:inverse-pricerank:-daterank:price:-price:titlerank:-titlerank:publication_date:-unit-sales
HealthPersonalCare,salesrank:relevancerank:price:-price:reviewrank
HomeImprovement,salesrank:relevancerank:price:-price:reviewrank:reviewrank_authority
Jewelry,salesrank:relevancerank:price:-price:reviewrank
Kitchen,salesrank:relevancerank:price:-price
Lighting,salesrank:relevancerank:price:-price:reviewrank:reviewrank_authority
Luggage,relevancerank:salesrank:price:-price:reviewrank:reviewrank_authority:date-desc-rank
MP3Downloads,relevancerank:salesrank:titlerank:-titlerank:artistalbumrank:-artistalbumrank:albumrank:-albumrank:runtime:-runtime:price:-price:reviewrank:-releasedate
MobileApps,relevancerank:pmrank:price:-price:reviewrank:reviewrank_authority
Music,salesrank:titlerank:-titlerank:pricerank:-pricerank:price:-price:availability:releasedate:-releasedate
MusicTracks,titlerank:-titlerank
MusicalInstruments,salesrank:price:-price:relevancerank:reviewrank:reviewrank_authority
OfficeProducts,relevancerank:salesrank:reviewrank:price:-price
PetSupplies,relevancerank:salesrank:reviewrank:price:-price:reviewrank_authority
Shoes,relevancerank:salesrank:reviewrank:price:-price:reviewrank_authority
Software,salesrank:price:-pricerank:-date:titlerank:-titlerank
SoftwareVideoGames,salesrank:price:-pricerank:-date:titlerank:-titlerank
SportingGoods,relevancerank:salesrank:price:-price:reviewrank:reviewrank_authority:-launch-date
Toys,salesrank:price:-price:titlerank:-titlerank
VHS,salesrank:amzrank:titlerank:-titlerank:availability
Video,salesrank:price:-price:titlerank:-titlerank
VideoGames,salesrank:price:-price:titlerank:-titlerank:-date
Watches,relevancerank:salesrank:price:-price:reviewrank:titlerank:-titlerank
